No.,Fecha inicial corte,Fecha final corte,Departamento,Municipio,Comunidad (Si aplica),Clasificación,Tema,Subtema,Tipo de dato (medida),No. De personas/porcentaje/eventos,No. De mujeres mayores de edad,No. De hombres mayores de edad,No. De mujeres menores de edad,No. De hombres menores de edad,Madres gestantes,Grupo étnico,Si es indígena indique pueblo,Texto descriptivo,Link información,Link Registro fotográfico,Observación
2032,2020-03-02,2021-08-29,BOYACA,LA UVITA,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,3,3,0,0,No indica,No indica,No indica,En el municipio de LA UVITA se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2033,2020-03-02,2021-08-29,BOYACA,LA UVITA,No indica,Análisis situacional,COVID 19,Recuperado,Número,164.0,82,74,5,3,No indica,No indica,No indica,En el municipio de LA UVITA se tiene un total de Recuperado 164,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2034,2020-03-02,2021-08-29,BOYACA,LA UVITA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,7.0,6,1,0,0,No indica,No indica,No indica,En el municipio de LA UVITA se tiene un total de Sin clasificar 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2035,2020-03-02,2021-08-29,BOYACA,LA VICTORIA,No indica,Análisis situacional,COVID 19,Recuperado,Número,19.0,7,11,0,1,No indica,No indica,No indica,En el municipio de LA VICTORIA se tiene un total de Recuperado 19,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2036,2020-03-02,2021-08-29,BOYACA,LABRANZAGRANDE,No indica,Análisis situacional,COVID 19,Fallecido,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de LABRANZAGRANDE se tiene un total de Fallecido 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2037,2020-03-02,2021-08-29,BOYACA,LABRANZAGRANDE,No indica,Análisis situacional,COVID 19,Recuperado,Número,63.0,24,32,3,4,No indica,No indica,No indica,En el municipio de LABRANZAGRANDE se tiene un total de Recuperado 63,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2038,2020-03-02,2021-08-29,BOYACA,MACANAL,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de MACANAL se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2039,2020-03-02,2021-08-29,BOYACA,MACANAL,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de MACANAL se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2040,2020-03-02,2021-08-29,BOYACA,MACANAL,No indica,Análisis situacional,COVID 19,Recuperado,Número,89.0,43,44,1,1,No indica,No indica,No indica,En el municipio de MACANAL se tiene un total de Recuperado 89,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2041,2020-03-02,2021-08-29,BOYACA,MARIPI,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de MARIPI se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2042,2020-03-02,2021-08-29,BOYACA,MARIPI,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,3,0,0,0,No indica,No indica,No indica,En el municipio de MARIPI se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2043,2020-03-02,2021-08-29,BOYACA,MARIPI,No indica,Análisis situacional,COVID 19,Recuperado,Número,101.0,49,40,6,6,No indica,No indica,No indica,En el municipio de MARIPI se tiene un total de Recuperado 101,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2044,2020-03-02,2021-08-29,BOYACA,MARIPI,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de MARIPI se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2045,2020-03-02,2021-08-29,BOYACA,MIRAFLORES,No indica,Análisis situacional,COVID 19,Activo,Número,5.0,2,3,0,0,No indica,No indica,No indica,En el municipio de MIRAFLORES se tiene un total de Activo 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2046,2020-03-02,2021-08-29,BOYACA,MIRAFLORES,No indica,Análisis situacional,COVID 19,Fallecido,Número,18.0,8,10,0,0,No indica,No indica,No indica,En el municipio de MIRAFLORES se tiene un total de Fallecido 18,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2047,2020-03-02,2021-08-29,BOYACA,MIRAFLORES,No indica,Análisis situacional,COVID 19,Recuperado,Número,536.0,239,265,19,13,No indica,No indica,No indica,En el municipio de MIRAFLORES se tiene un total de Recuperado 536,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2048,2020-03-02,2021-08-29,BOYACA,MIRAFLORES,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de MIRAFLORES se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2049,2020-03-02,2021-08-29,BOYACA,MONGUA,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de MONGUA se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2050,2020-03-02,2021-08-29,BOYACA,MONGUA,No indica,Análisis situacional,COVID 19,Fallecido,Número,4.0,1,3,0,0,No indica,No indica,No indica,En el municipio de MONGUA se tiene un total de Fallecido 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2051,2020-03-02,2021-08-29,BOYACA,MONGUA,No indica,Análisis situacional,COVID 19,Recuperado,Número,64.0,35,20,6,3,No indica,No indica,No indica,En el municipio de MONGUA se tiene un total de Recuperado 64,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2052,2020-03-02,2021-08-29,BOYACA,MONGUI,No indica,Análisis situacional,COVID 19,Activo,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de MONGUI se tiene un total de Activo 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2053,2020-03-02,2021-08-29,BOYACA,MONGUI,No indica,Análisis situacional,COVID 19,Fallecido,Número,11.0,7,4,0,0,No indica,No indica,No indica,En el municipio de MONGUI se tiene un total de Fallecido 11,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2054,2020-03-02,2021-08-29,BOYACA,MONGUI,No indica,Análisis situacional,COVID 19,Recuperado,Número,226.0,105,103,11,7,No indica,No indica,No indica,En el municipio de MONGUI se tiene un total de Recuperado 226,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2055,2020-03-02,2021-08-29,BOYACA,MONIQUIRA,No indica,Análisis situacional,COVID 19,Activo,Número,10.0,7,2,1,0,No indica,No indica,No indica,En el municipio de MONIQUIRA se tiene un total de Activo 10,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2056,2020-03-02,2021-08-29,BOYACA,MONIQUIRA,No indica,Análisis situacional,COVID 19,Fallecido,Número,62.0,19,43,0,0,No indica,No indica,No indica,En el municipio de MONIQUIRA se tiene un total de Fallecido 62,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2057,2020-03-02,2021-08-29,BOYACA,MONIQUIRA,No indica,Análisis situacional,COVID 19,Recuperado,Número,1660.0,889,672,48,51,No indica,No indica,No indica,En el municipio de MONIQUIRA se tiene un total de Recuperado 1660,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2058,2020-03-02,2021-08-29,BOYACA,MONIQUIRA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,12.0,3,9,0,0,No indica,No indica,No indica,En el municipio de MONIQUIRA se tiene un total de Sin clasificar 12,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2059,2020-03-02,2021-08-29,BOYACA,MOTAVITA,No indica,Análisis situacional,COVID 19,Activo,Número,11.0,4,5,2,0,No indica,No indica,No indica,En el municipio de MOTAVITA se tiene un total de Activo 11,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2060,2020-03-02,2021-08-29,BOYACA,MOTAVITA,No indica,Análisis situacional,COVID 19,Fallecido,Número,10.0,3,7,0,0,No indica,No indica,No indica,En el municipio de MOTAVITA se tiene un total de Fallecido 10,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2061,2020-03-02,2021-08-29,BOYACA,MOTAVITA,No indica,Análisis situacional,COVID 19,Recuperado,Número,163.0,76,70,11,6,No indica,No indica,No indica,En el municipio de MOTAVITA se tiene un total de Recuperado 163,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2062,2020-03-02,2021-08-29,BOYACA,MOTAVITA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de MOTAVITA se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2063,2020-03-02,2021-08-29,BOYACA,MUZO,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de MUZO se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2064,2020-03-02,2021-08-29,BOYACA,MUZO,No indica,Análisis situacional,COVID 19,Fallecido,Número,8.0,1,7,0,0,No indica,No indica,No indica,En el municipio de MUZO se tiene un total de Fallecido 8,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2065,2020-03-02,2021-08-29,BOYACA,MUZO,No indica,Análisis situacional,COVID 19,Recuperado,Número,432.0,155,265,6,6,No indica,No indica,No indica,En el municipio de MUZO se tiene un total de Recuperado 432,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2066,2020-03-02,2021-08-29,BOYACA,MUZO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de MUZO se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2067,2020-03-02,2021-08-29,BOYACA,NOBSA,No indica,Análisis situacional,COVID 19,Activo,Número,2.0,2,0,0,0,No indica,No indica,No indica,En el municipio de NOBSA se tiene un total de Activo 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2068,2020-03-02,2021-08-29,BOYACA,NOBSA,No indica,Análisis situacional,COVID 19,Fallecido,Número,17.0,3,14,0,0,No indica,No indica,No indica,En el municipio de NOBSA se tiene un total de Fallecido 17,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2069,2020-03-02,2021-08-29,BOYACA,NOBSA,No indica,Análisis situacional,COVID 19,Recuperado,Número,1305.0,556,620,71,58,No indica,No indica,No indica,En el municipio de NOBSA se tiene un total de Recuperado 1305,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2070,2020-03-02,2021-08-29,BOYACA,NOBSA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de NOBSA se tiene un total de Sin clasificar 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2071,2020-03-02,2021-08-29,BOYACA,NUEVO COLON,No indica,Análisis situacional,COVID 19,Activo,Número,5.0,3,2,0,0,No indica,No indica,No indica,En el municipio de NUEVO COLON se tiene un total de Activo 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2072,2020-03-02,2021-08-29,BOYACA,NUEVO COLON,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de NUEVO COLON se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2073,2020-03-02,2021-08-29,BOYACA,NUEVO COLON,No indica,Análisis situacional,COVID 19,Recuperado,Número,69.0,34,24,5,6,No indica,No indica,No indica,En el municipio de NUEVO COLON se tiene un total de Recuperado 69,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2074,2020-03-02,2021-08-29,BOYACA,NUEVO COLON,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de NUEVO COLON se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2075,2020-03-02,2021-08-29,BOYACA,OICATA,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de OICATA se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2076,2020-03-02,2021-08-29,BOYACA,OICATA,No indica,Análisis situacional,COVID 19,Recuperado,Número,87.0,43,35,5,4,No indica,No indica,No indica,En el municipio de OICATA se tiene un total de Recuperado 87,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2077,2020-03-02,2021-08-29,BOYACA,OTANCHE,No indica,Análisis situacional,COVID 19,Activo,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de OTANCHE se tiene un total de Activo 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2078,2020-03-02,2021-08-29,BOYACA,OTANCHE,No indica,Análisis situacional,COVID 19,Fallecido,Número,7.0,3,4,0,0,No indica,No indica,No indica,En el municipio de OTANCHE se tiene un total de Fallecido 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2079,2020-03-02,2021-08-29,BOYACA,OTANCHE,No indica,Análisis situacional,COVID 19,Recuperado,Número,171.0,86,73,6,6,No indica,No indica,No indica,En el municipio de OTANCHE se tiene un total de Recuperado 171,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2080,2020-03-02,2021-08-29,BOYACA,PACHAVITA,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de PACHAVITA se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2081,2020-03-02,2021-08-29,BOYACA,PACHAVITA,No indica,Análisis situacional,COVID 19,Recuperado,Número,30.0,17,13,0,0,No indica,No indica,No indica,En el municipio de PACHAVITA se tiene un total de Recuperado 30,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2082,2020-03-02,2021-08-29,BOYACA,PAEZ,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de PAEZ se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2083,2020-03-02,2021-08-29,BOYACA,PAEZ,No indica,Análisis situacional,COVID 19,Recuperado,Número,44.0,15,24,2,3,No indica,No indica,No indica,En el municipio de PAEZ se tiene un total de Recuperado 44,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2084,2020-03-02,2021-08-29,BOYACA,PAIPA,No indica,Análisis situacional,COVID 19,Activo,Número,13.0,3,9,0,1,No indica,No indica,No indica,En el municipio de PAIPA se tiene un total de Activo 13,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2085,2020-03-02,2021-08-29,BOYACA,PAIPA,No indica,Análisis situacional,COVID 19,Fallecido,Número,90.0,38,52,0,0,No indica,No indica,No indica,En el municipio de PAIPA se tiene un total de Fallecido 90,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2086,2020-03-02,2021-08-29,BOYACA,PAIPA,No indica,Análisis situacional,COVID 19,Recuperado,Número,3040.0,1501,1338,106,95,No indica,No indica,No indica,En el municipio de PAIPA se tiene un total de Recuperado 3040,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2087,2020-03-02,2021-08-29,BOYACA,PAIPA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,17.0,7,10,0,0,No indica,No indica,No indica,En el municipio de PAIPA se tiene un total de Sin clasificar 17,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2088,2020-03-02,2021-08-29,BOYACA,PAJARITO,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de PAJARITO se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2089,2020-03-02,2021-08-29,BOYACA,PAJARITO,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,0,2,1,0,No indica,No indica,No indica,En el municipio de PAJARITO se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2090,2020-03-02,2021-08-29,BOYACA,PAJARITO,No indica,Análisis situacional,COVID 19,Recuperado,Número,77.0,45,29,3,0,No indica,No indica,No indica,En el municipio de PAJARITO se tiene un total de Recuperado 77,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2091,2020-03-02,2021-08-29,BOYACA,PANQUEBA,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de PANQUEBA se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2092,2020-03-02,2021-08-29,BOYACA,PANQUEBA,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,2,1,0,0,No indica,No indica,No indica,En el municipio de PANQUEBA se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2093,2020-03-02,2021-08-29,BOYACA,PANQUEBA,No indica,Análisis situacional,COVID 19,Recuperado,Número,40.0,21,19,0,0,No indica,No indica,No indica,En el municipio de PANQUEBA se tiene un total de Recuperado 40,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2094,2020-03-02,2021-08-29,BOYACA,PANQUEBA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de PANQUEBA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2095,2020-03-02,2021-08-29,BOYACA,PAUNA,No indica,Análisis situacional,COVID 19,Activo,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de PAUNA se tiene un total de Activo 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
